cd_func;nm_func;dt_ingso;area_cmnto;dt_conc;cd_uor;nm_uor_rdz
241395;Dra. Maria Clara Gonçalves;2022-06-02;Ciências da Saúde;2018-02-11;41930;DITEC/UOS/GETIN III
241396;Nina Cardoso;2016-09-06;Engenharias;2014-03-02;41930;DITEC/UOS/GETIN III
241397;Ana Laura Campos;2015-01-27;Ciências da Saúde;2011-05-29;41930;DITEC/UOS/GETIN III
241398;Maria Vitória Jesus;2021-11-06;Engenharias;2018-08-21;41930;DITEC/UOS/GETIN III
241399;Ana Luiza Moreira;2022-03-03;Ciências da Saúde;2016-10-21;41930;DITEC/UOS/GETIN III
241400;Ana Sophia da Conceição;2017-02-28;Ciências Sociais Aplicadas;2011-09-30;41930;DITEC/UOS/GETIN III
241401;Diogo da Cunha;2020-08-07;Ciências Sociais Aplicadas;2019-09-10;41930;DITEC/UOS/GETIN III
241402;Maria Luiza da Cruz;2016-06-03;Ciências Exatas e da Terra;2013-01-17;41930;DITEC/UOS/GETIN III
241403;Davi Lucas Melo;2014-12-21;Engenharias;2011-08-04;41930;DITEC/UOS/GETIN III
241404;Joana Rezende;2021-01-05;Engenharias;2019-03-19;41930;DITEC/UOS/GETIN III
241405;Sofia Almeida;2015-07-31;Engenharias;2010-03-23;41930;DITEC/UOS/GETIN III
241406;Vitor Hugo Azevedo;2023-02-23;Engenharias;2010-05-18;41930;DITEC/UOS/GETIN III
241407;Benjamin Farias;2014-11-30;Ciências Humanas;2011-01-25;41930;DITEC/UOS/GETIN III
241408;Heitor Barros;2022-06-04;Ciências da Saúde;2012-09-20;41930;DITEC/UOS/GETIN III
241409;Sr. Luiz Gustavo Pires;2024-01-17;Lingüística, Letras e Artes;2017-12-30;41930;DITEC/UOS/GETIN III
241410;Yago das Neves;2019-07-07;Ciências Humanas;2011-08-08;41930;DITEC/UOS/GETIN III
241411;Srta. Nina Pinto;2018-12-06;Ciências Biológicas;2010-10-25;41930;DITEC/UOS/GETIN III
241412;Srta. Natália Rodrigues;2023-02-13;Ciências Biológicas;2022-11-05;41930;DITEC/UOS/GETIN III
241413;Pedro Henrique Barbosa;2021-08-09;Ciências Exatas e da Terra;2012-06-04;41930;DITEC/UOS/GETIN III
241414;Bryan Moreira;2017-03-17;Ciências Biológicas;2011-04-16;41930;DITEC/UOS/GETIN III
241415;Sarah Duarte;2020-02-26;Engenharias;2010-07-18;41930;DITEC/UOS/GETIN III
241416;Sra. Maria Luiza Azevedo;2021-11-28;Ciências Exatas e da Terra;2020-11-05;41930;DITEC/UOS/GETIN III
241417;Laís Cunha;2016-06-09;Engenharias;2016-01-05;41930;DITEC/UOS/GETIN III
241418;Dr. Enzo Souza;2016-09-09;Ciências Sociais Aplicadas;2013-06-02;41930;DITEC/UOS/GETIN III
241419;Emilly Sales;2018-03-28;Ciências Sociais Aplicadas;2015-04-23;41930;DITEC/UOS/GETIN III
241420;Lara Santos;2018-02-02;Ciências da Saúde;2012-10-01;41930;DITEC/UOS/GETIN III
241421;Pietro Silveira;2017-05-24;Ciências Biológicas;2015-07-26;41930;DITEC/UOS/GETIN III
241422;Calebe Rezende;2016-01-16;Engenharias;2015-05-21;41930;DITEC/UOS/GETIN III
241423;Eloah Jesus;2014-11-27;Ciências Humanas;2014-11-17;41930;DITEC/UOS/GETIN III
241424;Dr. Danilo da Mata;2016-02-21;Ciências Agrárias;2011-09-29;41930;DITEC/UOS/GETIN III
241425;Julia Correia;2016-08-22;Ciências Sociais Aplicadas;2013-11-14;41930;DITEC/UOS/GETIN III
241426;Yuri da Paz;2022-05-06;Ciências Sociais Aplicadas;2010-12-04;41930;DITEC/UOS/GETIN III
241427;Thales Rocha;2017-02-27;Ciências Humanas;2013-03-25;41930;DITEC/UOS/GETIN III
241428;Júlia Freitas;2019-11-15;Ciências Biológicas;2013-02-02;41930;DITEC/UOS/GETIN III
241429;Francisco Silveira;2022-06-16;Lingüística, Letras e Artes;2019-11-02;41930;DITEC/UOS/GETIN III
241430;Lorena Moura;2021-01-08;Ciências Biológicas;2014-07-15;41930;DITEC/UOS/GETIN III
241431;Srta. Camila da Luz;2018-01-23;Ciências Humanas;2013-12-18;41930;DITEC/UOS/GETIN III
241432;Alícia Correia;2019-05-28;Ciências Sociais Aplicadas;2019-03-31;41930;DITEC/UOS/GETIN III
241433;Maria Fernanda Lima;2019-01-17;Ciências da Saúde;2014-09-23;41930;DITEC/UOS/GETIN III
241434;Brenda Ramos;2015-09-05;Ciências Agrárias;2012-12-11;41930;DITEC/UOS/GETIN III
241435;Dr. Vitor Gabriel Silveira;2021-09-09;Lingüística, Letras e Artes;2017-07-05;41930;DITEC/UOS/GETIN III
241436;Ana Júlia Lopes;2017-10-16;Lingüística, Letras e Artes;2014-10-17;41930;DITEC/UOS/GETIN III
241437;Srta. Raquel Azevedo;2017-07-13;Ciências Exatas e da Terra;2013-02-28;41930;DITEC/UOS/GETIN III
241438;Srta. Stephany Pires;2019-03-20;Ciências Agrárias;2011-01-02;41930;DITEC/UOS/GETIN III
241439;Rodrigo Pereira;2022-01-15;Ciências Humanas;2014-05-27;41930;DITEC/UOS/GETIN III
241440;Isaac Caldeira;2015-08-31;Lingüística, Letras e Artes;2014-04-05;41930;DITEC/UOS/GETIN III
241441;Alice Barbosa;2021-02-02;Ciências Sociais Aplicadas;2010-08-02;41930;DITEC/UOS/GETIN III
241442;João Miguel Silva;2023-04-15;Ciências Agrárias;2012-01-26;41930;DITEC/UOS/GETIN III
241443;Sr. Matheus Rezende;2018-01-30;Lingüística, Letras e Artes;2014-06-18;41930;DITEC/UOS/GETIN III
241444;Juan Ramos;2016-10-23;Ciências da Saúde;2010-11-16;41930;DITEC/UOS/GETIN III
241445;Sra. Helena da Cruz;2015-05-07;Ciências Sociais Aplicadas;2012-12-09;41930;DITEC/UOS/GETIN III
241446;Antônio Rocha;2021-10-23;Ciências da Saúde;2013-02-18;41930;DITEC/UOS/GETIN III
241447;Helena Vieira;2018-05-25;Ciências Biológicas;2012-05-15;41930;DITEC/UOS/GETIN III
241448;Lavínia Cardoso;2019-08-11;Engenharias;2011-11-01;41930;DITEC/UOS/GETIN III
241449;Samuel Nunes;2022-02-23;Ciências da Saúde;2010-01-21;41930;DITEC/UOS/GETIN III
241450;Matheus Correia;2020-04-03;Ciências Exatas e da Terra;2009-09-15;41930;DITEC/UOS/GETIN III
241451;Isis Duarte;2019-10-25;Lingüística, Letras e Artes;2014-06-16;41930;DITEC/UOS/GETIN III
241452;Pedro Lucas Lima;2019-09-17;Ciências Sociais Aplicadas;2011-09-14;41930;DITEC/UOS/GETIN III
241453;Luiz Fernando Viana;2021-06-25;Engenharias;2014-08-06;41930;DITEC/UOS/GETIN III
241454;Sra. Camila Souza;2022-09-15;Ciências Exatas e da Terra;2015-09-09;41930;DITEC/UOS/GETIN III
241455;Enrico Campos;2016-05-24;Ciências Agrárias;2014-04-22;41930;DITEC/UOS/GETIN III
241456;Carolina Moreira;2016-05-17;Ciências Sociais Aplicadas;2013-08-01;41930;DITEC/UOS/GETIN III
241457;Beatriz da Luz;2015-02-21;Engenharias;2012-04-01;41930;DITEC/UOS/GETIN III
241458;Dra. Alexia Martins;2019-11-06;Ciências Humanas;2017-05-17;41930;DITEC/UOS/GETIN III
241459;Marcelo Moraes;2018-11-24;Engenharias;2017-05-26;41930;DITEC/UOS/GETIN III
241460;Isadora Aragão;2020-08-28;Engenharias;2010-02-17;41930;DITEC/UOS/GETIN III
241461;Caio Ferreira;2019-03-03;Ciências Exatas e da Terra;2016-11-19;41930;DITEC/UOS/GETIN III
241462;Renan Aragão;2019-12-23;Ciências Biológicas;2011-03-30;41930;DITEC/UOS/GETIN III
241515;Yago Viana;2020-12-24;Ciências Sociais Aplicadas;2016-01-20;46190;DIEMP-EMPREST.FINANC
241516;Enrico Duarte;2019-01-25;Ciências Humanas;2012-09-10;46190;DIEMP-EMPREST.FINANC
241517;Heitor Silva;2024-03-13;Ciências Humanas;2011-09-13;46190;DIEMP-EMPREST.FINANC
241518;Matheus Barbosa;2019-06-30;Engenharias;2011-08-20;46190;DIEMP-EMPREST.FINANC
241519;Cauê Cardoso;2022-01-02;Ciências Humanas;2011-06-10;46190;DIEMP-EMPREST.FINANC
241520;Anthony Barros;2014-12-25;Ciências Sociais Aplicadas;2014-11-11;46190;DIEMP-EMPREST.FINANC
241521;Srta. Vitória Cardoso;2015-04-17;Ciências Humanas;2009-10-21;46190;DIEMP-EMPREST.FINANC
241522;Ana Carolina da Luz;2023-02-20;Ciências Sociais Aplicadas;2019-02-13;46190;DIEMP-EMPREST.FINANC
241523;Vitor Alves;2018-07-20;Ciências Biológicas;2010-12-20;46190;DIEMP-EMPREST.FINANC
241524;Helena Farias;2023-04-10;Ciências Biológicas;2017-12-20;46190;DIEMP-EMPREST.FINANC
241525;Leandro Freitas;2019-10-10;Engenharias;2017-08-22;46190;DIEMP-EMPREST.FINANC
241526;Ana Clara Novaes;2023-08-24;Ciências Sociais Aplicadas;2015-10-09;46190;DIEMP-EMPREST.FINANC
241527;Júlia da Paz;2018-03-14;Ciências da Saúde;2017-12-24;46190;DIEMP-EMPREST.FINANC
241528;Sr. Vinicius Nunes;2024-06-16;Ciências Exatas e da Terra;2011-09-05;46190;DIEMP-EMPREST.FINANC
241529;Sra. Caroline Pires;2020-10-29;Ciências Agrárias;2016-12-11;46190;DIEMP-EMPREST.FINANC
241530;Raquel Porto;2015-12-12;Ciências Humanas;2013-08-29;46190;DIEMP-EMPREST.FINANC
241531;Sra. Laura Rezende;2021-07-23;Ciências Sociais Aplicadas;2012-09-01;46190;DIEMP-EMPREST.FINANC
241532;Ana Sophia Pinto;2019-01-14;Ciências Sociais Aplicadas;2011-01-18;46190;DIEMP-EMPREST.FINANC
241533;Eduarda Silveira;2016-01-29;Ciências Humanas;2010-05-25;46190;DIEMP-EMPREST.FINANC
241534;Yasmin Correia;2016-04-03;Ciências Exatas e da Terra;2009-12-09;46190;DIEMP-EMPREST.FINANC
241535;Nicolas Pires;2021-05-06;Ciências Agrárias;2009-08-13;46190;DIEMP-EMPREST.FINANC
241536;João Lucas da Mata;2024-04-09;Ciências Sociais Aplicadas;2014-05-19;46190;DIEMP-EMPREST.FINANC
241537;Maria Melo;2018-09-08;Ciências Sociais Aplicadas;2010-01-16;46190;DIEMP-EMPREST.FINANC
241538;Luiza Lima;2017-10-04;Ciências Humanas;2016-12-01;46190;DIEMP-EMPREST.FINANC
241539;João Gabriel Costela;2022-06-26;Ciências Biológicas;2013-11-05;46190;DIEMP-EMPREST.FINANC
241540;Lavínia Gonçalves;2017-12-16;Ciências da Saúde;2012-01-25;46190;DIEMP-EMPREST.FINANC
241541;Lara Rezende;2018-10-08;Ciências Biológicas;2015-05-21;46190;DIEMP-EMPREST.FINANC
241542;Catarina Correia;2022-08-09;Ciências Biológicas;2015-11-04;46190;DIEMP-EMPREST.FINANC
241543;Dra. Catarina Monteiro;2018-09-26;Engenharias;2013-01-11;46190;DIEMP-EMPREST.FINANC
241544;Sr. Davi Lucca Moraes;2020-04-16;Ciências da Saúde;2009-12-09;46190;DIEMP-EMPREST.FINANC
241545;Marina da Paz;2015-08-06;Ciências da Saúde;2010-03-05;46190;DIEMP-EMPREST.FINANC
241546;Esther Campos;2019-03-23;Engenharias;2013-04-14;46190;DIEMP-EMPREST.FINANC
241547;Melissa Vieira;2023-04-21;Engenharias;2018-05-21;46190;DIEMP-EMPREST.FINANC
241548;Igor Cardoso;2017-05-11;Engenharias;2010-12-12;46190;DIEMP-EMPREST.FINANC
241549;Giovanna Cavalcanti;2015-09-29;Ciências Humanas;2014-01-22;46190;DIEMP-EMPREST.FINANC
241550;Bryan Aragão;2018-08-21;Ciências Exatas e da Terra;2014-01-02;46190;DIEMP-EMPREST.FINANC
241551;Clara Lopes;2018-10-14;Ciências Humanas;2013-12-29;46190;DIEMP-EMPREST.FINANC
241552;Otávio Costa;2020-05-04;Ciências Sociais Aplicadas;2016-05-22;46190;DIEMP-EMPREST.FINANC
241553;Dr. Yuri da Rosa;2019-04-30;Ciências Biológicas;2011-07-01;46190;DIEMP-EMPREST.FINANC
241554;Sr. Luiz Felipe da Conceição;2023-03-03;Lingüística, Letras e Artes;2015-12-08;46190;DIEMP-EMPREST.FINANC
241555;Sra. Gabriela Mendes;2015-02-25;Ciências Exatas e da Terra;2010-11-30;46190;DIEMP-EMPREST.FINANC
241556;Letícia Caldeira;2017-09-12;Ciências Agrárias;2011-09-25;46190;DIEMP-EMPREST.FINANC
241557;Diogo Fogaça;2020-01-07;Ciências Exatas e da Terra;2014-04-28;46190;DIEMP-EMPREST.FINANC
241558;Helena da Paz;2016-11-21;Lingüística, Letras e Artes;2013-11-30;46190;DIEMP-EMPREST.FINANC
241559;Vitor Rocha;2016-01-06;Ciências Agrárias;2011-07-20;46190;DIEMP-EMPREST.FINANC
241560;Sabrina Caldeira;2024-06-26;Ciências Sociais Aplicadas;2012-05-30;46190;DIEMP-EMPREST.FINANC
241561;Amanda da Cruz;2017-02-21;Engenharias;2015-06-17;46190;DIEMP-EMPREST.FINANC
241562;Srta. Letícia Nunes;2017-10-28;Ciências Humanas;2015-05-04;46190;DIEMP-EMPREST.FINANC
241563;Breno Silva;2022-09-24;Ciências Biológicas;2014-08-18;46190;DIEMP-EMPREST.FINANC
241564;Esther da Cunha;2024-01-25;Engenharias;2015-02-01;46190;DIEMP-EMPREST.FINANC
241565;Srta. Clarice Almeida;2021-11-11;Ciências Agrárias;2014-08-31;46190;DIEMP-EMPREST.FINANC
241566;Thales Mendes;2023-10-17;Ciências Biológicas;2023-01-19;46190;DIEMP-EMPREST.FINANC
241567;Srta. Letícia Araújo;2021-03-07;Ciências Sociais Aplicadas;2014-04-26;46190;DIEMP-EMPREST.FINANC
241568;Luiz Otávio da Mata;2024-02-05;Ciências Agrárias;2018-11-15;46190;DIEMP-EMPREST.FINANC
241569;Natália Teixeira;2019-09-03;Engenharias;2015-03-23;46190;DIEMP-EMPREST.FINANC
241570;Levi Caldeira;2021-09-04;Ciências Agrárias;2019-07-13;46190;DIEMP-EMPREST.FINANC
241571;Nicolas da Mata;2022-09-05;Ciências Humanas;2015-08-24;46190;DIEMP-EMPREST.FINANC
241572;Joaquim da Luz;2016-06-08;Ciências Exatas e da Terra;2011-06-06;46190;DIEMP-EMPREST.FINANC
241573;Davi Lucca da Rocha;2023-12-15;Ciências Sociais Aplicadas;2009-09-30;46190;DIEMP-EMPREST.FINANC
241574;Noah Fernandes;2019-12-18;Engenharias;2017-11-07;46190;DIEMP-EMPREST.FINANC
241575;Kaique Pereira;2018-07-18;Ciências Agrárias;2016-11-16;46190;DIEMP-EMPREST.FINANC
241576;Davi Lucas Nascimento;2022-03-23;Ciências da Saúde;2010-12-27;46190;DIEMP-EMPREST.FINANC
241577;Laís Azevedo;2016-10-21;Ciências Sociais Aplicadas;2015-04-26;46190;DIEMP-EMPREST.FINANC
241578;Ana Vitória Lopes;2022-06-17;Engenharias;2021-12-26;46190;DIEMP-EMPREST.FINANC
241579;Yasmin Caldeira;2020-04-28;Engenharias;2019-06-12;46190;DIEMP-EMPREST.FINANC
241580;Laís Viana;2020-09-26;Ciências Sociais Aplicadas;2017-01-05;46190;DIEMP-EMPREST.FINANC
241581;Sofia Jesus;2014-10-17;Ciências Sociais Aplicadas;2013-10-02;46190;DIEMP-EMPREST.FINANC
241582;Sra. Stella Rocha;2015-11-29;Engenharias;2011-05-01;46190;DIEMP-EMPREST.FINANC
241583;Srta. Lara Nunes;2020-02-08;Ciências da Saúde;2010-02-09;46190;DIEMP-EMPREST.FINANC
241584;Emanuelly da Cruz;2021-01-20;Ciências Sociais Aplicadas;2011-10-22;46190;DIEMP-EMPREST.FINANC
241585;Pietra Azevedo;2015-03-22;Ciências Biológicas;2010-09-22;46190;DIEMP-EMPREST.FINANC
241586;Guilherme Rezende;2021-05-28;Ciências Biológicas;2012-05-19;46190;DIEMP-EMPREST.FINANC
241587;Sr. Calebe Nunes;2021-03-29;Ciências Exatas e da Terra;2014-04-17;46190;DIEMP-EMPREST.FINANC
241588;Sr. Fernando Novaes;2019-10-06;Ciências Exatas e da Terra;2012-04-21;46190;DIEMP-EMPREST.FINANC
241589;Felipe Santos;2024-03-02;Ciências Sociais Aplicadas;2017-10-26;46190;DIEMP-EMPREST.FINANC
241590;Leonardo Jesus;2017-04-29;Ciências Sociais Aplicadas;2015-11-02;46190;DIEMP-EMPREST.FINANC
241591;Bárbara Almeida;2023-06-10;Ciências da Saúde;2017-07-26;46190;DIEMP-EMPREST.FINANC
241592;Dra. Letícia Caldeira;2015-06-11;Ciências Sociais Aplicadas;2010-05-16;46190;DIEMP-EMPREST.FINANC
241593;Milena Freitas;2018-05-24;Ciências Biológicas;2014-06-10;46190;DIEMP-EMPREST.FINANC
241594;Cauê Alves;2017-10-11;Ciências da Saúde;2012-11-02;46190;DIEMP-EMPREST.FINANC
241595;Theo Aragão;2020-04-08;Engenharias;2009-10-30;46190;DIEMP-EMPREST.FINANC
241596;Ana Beatriz Araújo;2016-01-18;Engenharias;2010-01-19;46190;DIEMP-EMPREST.FINANC
241597;Letícia Pinto;2018-12-18;Ciências Agrárias;2011-02-26;46190;DIEMP-EMPREST.FINANC
241598;Luiz Henrique Silva;2021-11-21;Engenharias;2014-10-24;46190;DIEMP-EMPREST.FINANC
241599;Miguel Peixoto;2016-07-11;Lingüística, Letras e Artes;2010-11-04;46190;DIEMP-EMPREST.FINANC
241600;Emilly Lopes;2024-06-06;Ciências Sociais Aplicadas;2023-02-06;46190;DIEMP-EMPREST.FINANC
241601;João Miguel Moreira;2016-07-01;Ciências Biológicas;2014-07-10;46190;DIEMP-EMPREST.FINANC
241602;Gustavo Silveira;2017-09-14;Ciências Sociais Aplicadas;2009-08-16;46190;DIEMP-EMPREST.FINANC
241603;Maria Sophia Barros;2015-06-17;Ciências Exatas e da Terra;2010-05-06;46190;DIEMP-EMPREST.FINANC
241604;Dr. Kevin Correia;2020-05-14;Ciências Humanas;2011-05-22;46190;DIEMP-EMPREST.FINANC
241605;Rafael Jesus;2018-01-25;Ciências Biológicas;2009-12-17;46190;DIEMP-EMPREST.FINANC
241606;Nicolas Carvalho;2024-02-06;Ciências da Saúde;2019-03-08;46190;DIEMP-EMPREST.FINANC
241607;Ana Júlia da Rocha;2020-08-10;Ciências Sociais Aplicadas;2012-07-01;46190;DIEMP-EMPREST.FINANC
241608;Alexandre Santos;2023-12-24;Ciências Biológicas;2017-01-02;46190;DIEMP-EMPREST.FINANC
241609;Bruno Carvalho;2015-09-01;Engenharias;2009-12-01;46190;DIEMP-EMPREST.FINANC
241610;Luiz Otávio da Luz;2019-04-29;Ciências Sociais Aplicadas;2015-12-18;46190;DIEMP-EMPREST.FINANC
241611;Srta. Marcela da Cruz;2020-11-24;Engenharias;2015-10-13;46190;DIEMP-EMPREST.FINANC
241612;Rafaela Novaes;2023-05-19;Ciências Agrárias;2012-09-13;46190;DIEMP-EMPREST.FINANC
241613;Lucas Oliveira;2022-05-21;Ciências Biológicas;2017-12-11;46190;DIEMP-EMPREST.FINANC
241614;Ryan Rocha;2019-01-06;Engenharias;2011-12-15;46190;DIEMP-EMPREST.FINANC
241615;Lavínia Rocha;2021-10-15;Engenharias;2015-05-14;46190;DIEMP-EMPREST.FINANC
241616;Cauê Pires;2022-06-24;Ciências Exatas e da Terra;2013-11-29;46190;DIEMP-EMPREST.FINANC
241617;Bianca Peixoto;2016-12-18;Lingüística, Letras e Artes;2014-02-04;46190;DIEMP-EMPREST.FINANC
241618;Luna Cardoso;2015-05-07;Engenharias;2014-02-26;46190;DIEMP-EMPREST.FINANC
241619;Maria Fernanda Peixoto;2021-07-26;Ciências Biológicas;2017-09-15;46190;DIEMP-EMPREST.FINANC
241620;Lucas Gabriel Farias;2018-08-10;Ciências Agrárias;2011-01-05;46190;DIEMP-EMPREST.FINANC
241621;Brenda Aragão;2021-07-07;Ciências da Saúde;2012-01-30;46190;DIEMP-EMPREST.FINANC
241622;Miguel das Neves;2019-05-16;Ciências Biológicas;2019-05-02;46190;DIEMP-EMPREST.FINANC
241623;João Gabriel Nogueira;2020-10-13;Ciências Biológicas;2017-06-29;46190;DIEMP-EMPREST.FINANC
241624;Thiago Costela;2023-04-04;Ciências Biológicas;2020-02-25;46190;DIEMP-EMPREST.FINANC
241625;Maria Ramos;2020-07-15;Ciências Humanas;2020-03-05;46190;DIEMP-EMPREST.FINANC
241626;Rodrigo Viana;2015-01-24;Engenharias;2010-05-28;46190;DIEMP-EMPREST.FINANC
241627;Srta. Alexia da Costa;2019-07-29;Engenharias;2018-09-18;46190;DIEMP-EMPREST.FINANC
241628;Marcelo da Rosa;2020-02-24;Ciências Sociais Aplicadas;2015-09-05;46190;DIEMP-EMPREST.FINANC
241629;Maitê Souza;2019-08-11;Ciências Sociais Aplicadas;2019-05-15;46190;DIEMP-EMPREST.FINANC
241630;Lara Farias;2019-04-01;Engenharias;2012-06-27;46190;DIEMP-EMPREST.FINANC
241631;Sra. Caroline Jesus;2015-08-18;Ciências Humanas;2010-05-05;46190;DIEMP-EMPREST.FINANC
241632;Davi Freitas;2022-11-07;Ciências Sociais Aplicadas;2018-09-22;46190;DIEMP-EMPREST.FINANC
241633;Fernanda Lopes;2019-11-06;Ciências Sociais Aplicadas;2015-04-23;46190;DIEMP-EMPREST.FINANC
241634;Sofia Ferreira;2019-03-20;Ciências da Saúde;2010-11-20;46190;DIEMP-EMPREST.FINANC
241635;Sr. André da Paz;2018-05-05;Ciências Biológicas;2010-09-24;46190;DIEMP-EMPREST.FINANC
241636;Ana Laura Silva;2015-12-22;Lingüística, Letras e Artes;2011-10-02;46190;DIEMP-EMPREST.FINANC
241637;Davi da Luz;2019-08-11;Ciências Biológicas;2013-04-18;46190;DIEMP-EMPREST.FINANC
241638;Daniel Oliveira;2021-07-18;Engenharias;2020-10-30;46190;DIEMP-EMPREST.FINANC
241639;Maria Clara Viana;2016-10-05;Ciências da Saúde;2013-03-15;46190;DIEMP-EMPREST.FINANC
241640;Juan Araújo;2021-01-07;Ciências Humanas;2018-02-26;46190;DIEMP-EMPREST.FINANC
241641;Sr. Joaquim Viana;2024-06-29;Ciências Sociais Aplicadas;2019-09-24;46190;DIEMP-EMPREST.FINANC
241642;Ana Luiza Mendes;2015-02-19;Ciências Biológicas;2010-02-12;46190;DIEMP-EMPREST.FINANC
241643;Maria Julia da Mota;2017-08-23;Engenharias;2010-04-23;46190;DIEMP-EMPREST.FINANC
241644;Mariana Aragão;2019-03-01;Ciências da Saúde;2018-11-07;46190;DIEMP-EMPREST.FINANC
241645;João Lucas Costa;2017-07-07;Ciências Humanas;2010-10-25;46190;DIEMP-EMPREST.FINANC
241646;Vitória da Rosa;2016-06-22;Ciências Sociais Aplicadas;2012-10-29;46190;DIEMP-EMPREST.FINANC
241647;Milena Moreira;2015-09-09;Ciências da Saúde;2013-10-17;46190;DIEMP-EMPREST.FINANC
241648;Valentina Pinto;2015-11-23;Ciências Biológicas;2014-02-28;46190;DIEMP-EMPREST.FINANC
241649;Luna Nunes;2023-02-26;Engenharias;2010-06-30;46190;DIEMP-EMPREST.FINANC
241650;Pietra Novaes;2015-07-27;Engenharias;2010-11-08;46190;DIEMP-EMPREST.FINANC
241651;Evelyn Moreira;2014-11-27;Ciências Biológicas;2014-02-02;46190;DIEMP-EMPREST.FINANC
241652;Ana Lívia da Cruz;2022-03-31;Ciências Biológicas;2013-07-25;46190;DIEMP-EMPREST.FINANC
241653;Sr. João Lucas Cardoso;2017-08-20;Engenharias;2014-07-02;46190;DIEMP-EMPREST.FINANC
241654;Maitê da Conceição;2023-01-08;Ciências Humanas;2015-01-05;46190;DIEMP-EMPREST.FINANC
241655;Eloah Araújo;2021-01-26;Ciências Sociais Aplicadas;2014-04-25;46190;DIEMP-EMPREST.FINANC
241656;Maria Cecília Costa;2016-10-06;Engenharias;2013-08-01;46190;DIEMP-EMPREST.FINANC
241657;Sr. Davi Lucca Barros;2022-10-18;Ciências da Saúde;2021-12-05;46190;DIEMP-EMPREST.FINANC
241658;Diego Farias;2015-10-13;Engenharias;2009-10-05;46190;DIEMP-EMPREST.FINANC
241659;Ana Beatriz Aragão;2023-03-21;Ciências Exatas e da Terra;2012-02-04;46190;DIEMP-EMPREST.FINANC
241660;Cauã Caldeira;2021-01-06;Ciências Biológicas;2012-06-02;46190;DIEMP-EMPREST.FINANC
241661;Isabel Gonçalves;2024-02-15;Ciências Sociais Aplicadas;2021-04-10;46190;DIEMP-EMPREST.FINANC
241662;Davi Luiz Dias;2015-06-27;Ciências Biológicas;2014-08-02;46190;DIEMP-EMPREST.FINANC
241663;Luna Rodrigues;2022-02-02;Ciências Biológicas;2012-09-29;46190;DIEMP-EMPREST.FINANC
241664;Ana Sophia Aragão;2017-06-26;Ciências Sociais Aplicadas;2016-05-11;46190;DIEMP-EMPREST.FINANC
241665;Igor Campos;2021-02-17;Ciências Humanas;2014-03-27;46190;DIEMP-EMPREST.FINANC
241666;Sr. Lucca Rodrigues;2023-05-28;Ciências Humanas;2022-04-17;46190;DIEMP-EMPREST.FINANC
241667;Dr. Levi Nogueira;2015-03-03;Ciências da Saúde;2010-12-12;46190;DIEMP-EMPREST.FINANC
241668;Ana Laura Ferreira;2019-06-07;Ciências da Saúde;2016-05-14;46190;DIEMP-EMPREST.FINANC
241669;Ana Julia Ramos;2022-10-26;Engenharias;2016-09-16;46190;DIEMP-EMPREST.FINANC
241670;Pedro Miguel Rezende;2021-03-11;Engenharias;2011-06-01;46190;DIEMP-EMPREST.FINANC
241671;Esther Moraes;2022-12-26;Ciências da Saúde;2014-09-08;46190;DIEMP-EMPREST.FINANC
241672;Mariana Barbosa;2015-01-18;Ciências Sociais Aplicadas;2010-08-11;46190;DIEMP-EMPREST.FINANC
241673;Maitê Farias;2017-05-25;Ciências Biológicas;2014-07-11;46190;DIEMP-EMPREST.FINANC
241674;Ana Vitória Silveira;2018-09-03;Lingüística, Letras e Artes;2018-02-26;46190;DIEMP-EMPREST.FINANC
241675;Marcos Vinicius Moura;2015-04-25;Ciências Agrárias;2015-02-16;46190;DIEMP-EMPREST.FINANC
241676;Fernando da Mata;2016-07-28;Ciências Humanas;2011-10-19;46190;DIEMP-EMPREST.FINANC
241677;Clarice Almeida;2016-06-12;Ciências Humanas;2011-12-26;46190;DIEMP-EMPREST.FINANC
241678;Marcelo Caldeira;2017-04-27;Ciências Sociais Aplicadas;2012-02-22;46190;DIEMP-EMPREST.FINANC
241679;Bryan Barros;2022-01-08;Ciências Humanas;2017-01-21;46190;DIEMP-EMPREST.FINANC
241680;Maria Luiza Pinto;2020-03-24;Engenharias;2017-04-26;46190;DIEMP-EMPREST.FINANC
241681;Maria Clara Freitas;2016-12-17;Ciências Biológicas;2012-05-13;46190;DIEMP-EMPREST.FINANC
241682;Ana Júlia Nascimento;2017-10-30;Ciências da Saúde;2009-10-11;46190;DIEMP-EMPREST.FINANC
241683;Isabella Lima;2023-01-22;Engenharias;2018-08-01;46190;DIEMP-EMPREST.FINANC
241684;Ana Clara Carvalho;2022-01-08;Ciências da Saúde;2019-01-31;46190;DIEMP-EMPREST.FINANC
241685;Davi Lucas Peixoto;2019-11-25;Ciências da Saúde;2012-10-27;46190;DIEMP-EMPREST.FINANC
241686;Alexia Cavalcanti;2018-07-07;Ciências Exatas e da Terra;2014-01-30;46190;DIEMP-EMPREST.FINANC
241687;Dra. Luana Souza;2022-09-06;Ciências da Saúde;2011-06-06;46190;DIEMP-EMPREST.FINANC
241688;João Felipe Moreira;2016-01-21;Ciências Sociais Aplicadas;2012-09-05;46190;DIEMP-EMPREST.FINANC
241689;Ana Costa;2024-04-18;Ciências Sociais Aplicadas;2010-05-29;46190;DIEMP-EMPREST.FINANC
