matricula,Nome,local de trabalho,Data de Ingresso,Curso,Área de Conhecimento,Data de Conclusão,Instituição
241533,Eduarda Silveira,9973,2016-01-29,Teologia,Ciências Humanas,2010-05-25,FACIP - Faculdade Ipiranga
241534,Yasmin Correia,9973,2016-04-03,Matemática,Ciências Exatas e da Terra,2009-12-09,FCR - Faculdade Católica de Rondônia
241535,Nicolas Pires,9973,2021-05-06,Engenharia Agrícola,Ciências Agrárias,2009-08-13,CBPF - Centro Brasileiro de Pesquisas Físicas
241536,João Lucas da Mata,9973,2024-04-09,Museologia,Ciências Sociais Aplicadas,2014-05-19,FACBEL - Faculdade Católica de Belém
241537,Maria Melo,9973,2018-09-08,Turismo,Ciências Sociais Aplicadas,2010-01-16,UFPI - Universidade Federal do Piauí
241538,Luiza Lima,9973,2017-10-04,História,Ciências Humanas,2016-12-01,FAC FUNAM - Faculdade de Tecnologia Alto e Médio São Francisco
241539,João Gabriel Costela,9973,2022-06-26,Parasitologia,Ciências Biológicas,2013-11-05,UFPR - Universidade Federal do Paraná
241540,Lavínia Gonçalves,9973,2017-12-16,Odontologia,Ciências da Saúde,2012-01-25,INTEGRADO - Centro Universitário Integrado de Campo Mourão
241541,Lara Rezende,9973,2018-10-08,Bioquímica,Ciências Biológicas,2015-05-21,UNICEP - Centro Universitário Central Paulista
241542,Catarina Correia,9973,2022-08-09,Bioquímica,Ciências Biológicas,2015-11-04,UNA - Centro Universitário UNA
241543,Dra. Catarina Monteiro,9973,2018-09-26,Engenharia Elétrica,Engenharias,2013-01-11,FLF - Faculdade Luciano Feijão
241544,Sr. Davi Lucca Moraes,9973,2020-04-16,Farmácia,Ciências da Saúde,2009-12-09,UNIASSELVI - Centro Universitário Leonardo da Vinci
241545,Marina da Paz,9973,2015-08-06,Enfermagem,Ciências da Saúde,2010-03-05,FAJAR - Faculdade Jaguariaíva
241546,Esther Campos,9973,2019-03-23,Engenharia Biomédica,Engenharias,2013-04-14,ULBRA - Universidade Luterana do Brasil (Polo Natal)
241547,Melissa Vieira,9973,2023-04-21,Engenharia Biomédica,Engenharias,2018-05-21,IFCE - Instituto Federal do Ceará
241548,Igor Cardoso,9973,2017-05-11,Engenharia de Minas,Engenharias,2010-12-12,FAJAR - Faculdade Jardins
241549,Giovanna Cavalcanti,9973,2015-09-29,Sociologia,Ciências Humanas,2014-01-22,USF - Universidade São Francisco
241550,Bryan Aragão,9973,2018-08-21,Física,Ciências Exatas e da Terra,2014-01-02,FMC - Faculdades Milton Campos
241551,Clara Lopes,9973,2018-10-14,Arqueologia,Ciências Humanas,2013-12-29,URCA - Universidade Regional do Cariri
241552,Otávio Costa,9973,2020-05-04,Desenho Industrial,Ciências Sociais Aplicadas,2016-05-22,FA - Faculdade Atlântico
241553,Dr. Yuri da Rosa,9973,2019-04-30,Biofísica,Ciências Biológicas,2011-07-01,FeMASS - Faculdade Professor Miguel Ângelo da Silva Santos - Macaé
241554,Sr. Luiz Felipe da Conceição,9973,2023-03-03,Letras,"Lingüística, Letras e Artes",2015-12-08,FACAR - Faculdade de Aracaju
241555,Sra. Gabriela Mendes,9973,2015-02-25,Química,Ciências Exatas e da Terra,2010-11-30,UNEAL - Universidade Estadual de Alagoas
241556,Letícia Caldeira,9973,2017-09-12,Recursos Pesqueiros e Engenharia de Pesca,Ciências Agrárias,2011-09-25,UniCesumar - Centro Universitário de Maringá
241557,Diogo Fogaça,9973,2020-01-07,Química,Ciências Exatas e da Terra,2014-04-28,IFSULDEMINAS - Instituto Federal do Sul de Minas
241558,Helena da Paz,9973,2016-11-21,Lingüística,"Lingüística, Letras e Artes",2013-11-30,UTP - Universidade Tuiuti do Paraná
241559,Vitor Rocha,9973,2016-01-06,Zootecnia,Ciências Agrárias,2011-07-20,UGB - Centro Universitário Geraldo Di Biase
241560,Sabrina Caldeira,9973,2024-06-26,Arquitetura e Urbanismo,Ciências Sociais Aplicadas,2012-05-30,FML - Faculdade Metropolitana Londrinense
241561,Amanda da Cruz,9973,2017-02-21,Engenharia de Transportes,Engenharias,2015-06-17,UCB - Universidade Castelo Branco
241562,Srta. Letícia Nunes,9973,2017-10-28,História,Ciências Humanas,2015-05-04,DOCTUM - Rede de Ensino Doctum
241563,Breno Silva,9973,2022-09-24,Genética,Ciências Biológicas,2014-08-18,FAG - Faculdade Guairacá
241564,Esther da Cunha,9973,2024-01-25,Engenharia Mecânica,Engenharias,2015-02-01,PUC - Pontifícia Universidade Católica de Goiás
241565,Srta. Clarice Almeida,9973,2021-11-11,Medicina Veterinária,Ciências Agrárias,2014-08-31,UNICAMPO - Faculdade União de Campo Mourão
241566,Thales Mendes,9973,2023-10-17,Botânica,Ciências Biológicas,2023-01-19,UnirG - Universidade de Gurupi
241567,Srta. Letícia Araújo,9973,2021-03-07,Planejamento Urbano e Regional,Ciências Sociais Aplicadas,2014-04-26,FRB - Faculdades Integradas Rio Branco
241568,Luiz Otávio da Mata,9973,2024-02-05,Recursos Florestais e Engenharia Florestal,Ciências Agrárias,2018-11-15,EN - Escola Naval
241569,Natália Teixeira,9973,2019-09-03,Engenharia Civil,Engenharias,2015-03-23,IFCE - Instituto Federal do Ceará
241570,Levi Caldeira,9973,2021-09-04,Medicina Veterinária,Ciências Agrárias,2019-07-13,FACCAMP - Faculdade de Campo Limpo Paulista
241571,Nicolas da Mata,9973,2022-09-05,Geografia,Ciências Humanas,2015-08-24,UAM - Universidade Anhembi Morumbi
241572,Joaquim da Luz,9973,2016-06-08,Química,Ciências Exatas e da Terra,2011-06-06,ULBRA - Universidade Luterana do Brasil
241573,Davi Lucca da Rocha,9973,2023-12-15,Demografia,Ciências Sociais Aplicadas,2009-09-30,UFSC - Universidade Federal de Santa Catarina
241574,Noah Fernandes,9973,2019-12-18,Engenharia Elétrica,Engenharias,2017-11-07,IFFarroupilha - Instituto Federal Farroupilha
241575,Kaique Pereira,9973,2018-07-18,Ciência e Tecnologia de Alimentos,Ciências Agrárias,2016-11-16,CEAMA - Centro de Educação da Amazônia
241576,Davi Lucas Nascimento,9973,2022-03-23,Farmácia,Ciências da Saúde,2010-12-27,UERJ - Universidade do Estado do Rio de Janeiro
241577,Laís Azevedo,9973,2016-10-21,Administração,Ciências Sociais Aplicadas,2015-04-26,AEDB - Faculdades Dom Bosco
241578,Ana Vitória Lopes,9973,2022-06-17,Engenharia de Transportes,Engenharias,2021-12-26,UNISUL - Universidade do Sul de Santa Catarina
241579,Yasmin Caldeira,9973,2020-04-28,Engenharia Civil,Engenharias,2019-06-12,CESCAGE - Centro de Ensino Superior dos Campos Gerais
241580,Laís Viana,9973,2020-09-26,Economia,Ciências Sociais Aplicadas,2017-01-05,UFCG - Universidade Federal de Campina Grande
241581,Sofia Jesus,9973,2014-10-17,Administração,Ciências Sociais Aplicadas,2013-10-02,FADERGS - Faculdade de Desenvolvimento do Rio Grande do Sul
241582,Sra. Stella Rocha,9973,2015-11-29,Engenharia de Minas,Engenharias,2011-05-01,IPTAN - Instituto de Ensino Superior Presidente Tancredo Neves
241583,Srta. Lara Nunes,9973,2020-02-08,Educação Física,Ciências da Saúde,2010-02-09,CESCAGE - Centro de Ensino Superior dos Campos Gerais
241584,Emanuelly da Cruz,9973,2021-01-20,Direito,Ciências Sociais Aplicadas,2011-10-22,UFRGS - Universidade Federal do Rio Grande do Sul
241585,Pietra Azevedo,9973,2015-03-22,Ecologia,Ciências Biológicas,2010-09-22,UNISINOS - Universidade do Vale do Rio dos Sinos
241586,Guilherme Rezende,9973,2021-05-28,Botânica,Ciências Biológicas,2012-05-19,UNICENTRO - Universidade Estadual do Centro-Oeste
241587,Sr. Calebe Nunes,9973,2021-03-29,Física,Ciências Exatas e da Terra,2014-04-17,UNICSUL - Universidade Cruzeiro do Sul
241588,Sr. Fernando Novaes,9973,2019-10-06,GeoCiências,Ciências Exatas e da Terra,2012-04-21,FAPA - Faculdade Porto-Alegrense
241589,Felipe Santos,9973,2024-03-02,Economia,Ciências Sociais Aplicadas,2017-10-26,FA - Faculdade Atlântico
241590,Leonardo Jesus,9973,2017-04-29,Economia,Ciências Sociais Aplicadas,2015-11-02,IFMG - Instituto Federal de Minas Gerais
241591,Bárbara Almeida,9973,2023-06-10,Fisioterapia e Terapia Ocupacional,Ciências da Saúde,2017-07-26,UNIFACISA - Centro Universitário Facisa
241592,Dra. Letícia Caldeira,9973,2015-06-11,Arquitetura e Urbanismo,Ciências Sociais Aplicadas,2010-05-16,IFAP - Instituto Federal do Amapá
241593,Milena Freitas,9973,2018-05-24,Microbiologia,Ciências Biológicas,2014-06-10,UFCG - Universidade Federal de Campina Grande
241594,Cauê Alves,9973,2017-10-11,Fisioterapia e Terapia Ocupacional,Ciências da Saúde,2012-11-02,UFMT - Universidade Federal de Mato Grosso
241595,Theo Aragão,9973,2020-04-08,Engenharia Mecânica,Engenharias,2009-10-30,UFMG - Universidade Federal de Minas Gerais
241596,Ana Beatriz Araújo,9973,2016-01-18,Engenharia Civil,Engenharias,2010-01-19,UNIOESTE - Universidade Estadual do Oeste do Paraná
241597,Letícia Pinto,9973,2018-12-18,Zootecnia,Ciências Agrárias,2011-02-26,FACEG - Faculdade Evangelica de Goianesia
241598,Luiz Henrique Silva,9973,2021-11-21,Engenharia Sanitária,Engenharias,2014-10-24,Fatern Gama Filho - Faculdade de Excelência do Rio Grande do Norte
241599,Miguel Peixoto,9973,2016-07-11,Lingüística,"Lingüística, Letras e Artes",2010-11-04,UFSC - Universidade Federal de Santa Catarina
241600,Emilly Lopes,9973,2024-06-06,Economia Doméstica,Ciências Sociais Aplicadas,2023-02-06,UNISC - Universidade de Santa Cruz do Sul
241601,João Miguel Moreira,9973,2016-07-01,Bioquímica,Ciências Biológicas,2014-07-10,UERR - Universidade Estadual de Roraima
241602,Gustavo Silveira,9973,2017-09-14,Ciência da Informação,Ciências Sociais Aplicadas,2009-08-16,FAZP - Faculdade Zumbi dos Palmares
241603,Maria Sophia Barros,9973,2015-06-17,Probabilidade e Estatística,Ciências Exatas e da Terra,2010-05-06,FADISC - Faculdades Integradas de São Carlos
241604,Dr. Kevin Correia,9973,2020-05-14,Filosofia,Ciências Humanas,2011-05-22,IFAC - Instituto Federal do Acre
241605,Rafael Jesus,9973,2018-01-25,Imunologia,Ciências Biológicas,2009-12-17,UNICSUL - Universidade Cruzeiro do Sul
241606,Nicolas Carvalho,9973,2024-02-06,Saúde Coletiva,Ciências da Saúde,2019-03-08,UNILA - Universidade Federal da Integração Latino-Americana
241607,Ana Júlia da Rocha,9973,2020-08-10,Economia Doméstica,Ciências Sociais Aplicadas,2012-07-01,FTSA - Faculdade Teológica Sul Americana
241608,Alexandre Santos,9973,2023-12-24,Morfologia,Ciências Biológicas,2017-01-02,IFAP - Instituto Federal do Amapá
241609,Bruno Carvalho,9973,2015-09-01,Engenharia Civil,Engenharias,2009-12-01,UNIVAS - Universidade do Vale do Sapucaí
241610,Luiz Otávio da Luz,9973,2019-04-29,Direito,Ciências Sociais Aplicadas,2015-12-18,UNIRITTER - Centro Universitário Ritter dos Reis
241611,Srta. Marcela da Cruz,9973,2020-11-24,Engenharia de Produção,Engenharias,2015-10-13,UNG - Universidade Guarulhos
241612,Rafaela Novaes,9973,2023-05-19,Zootecnia,Ciências Agrárias,2012-09-13,UNESA - Universidade Estácio de Sá
241613,Lucas Oliveira,9973,2022-05-21,Microbiologia,Ciências Biológicas,2017-12-11,UNINASSAU - Faculdade Maurício de Nassau - (Pólo Natal)
241614,Ryan Rocha,9973,2019-01-06,Engenharia Elétrica,Engenharias,2011-12-15,UNINASSAU - Faculdade Maurício de Nassau - (Pólo Natal)
241615,Lavínia Rocha,9973,2021-10-15,Engenharia Civil,Engenharias,2015-05-14,UNIARA - Universidade de Araraquara
241616,Cauê Pires,9973,2022-06-24,Probabilidade e Estatística,Ciências Exatas e da Terra,2013-11-29,Uninorte - Centro Universitário do Norte
241617,Bianca Peixoto,9973,2016-12-18,Artes,"Lingüística, Letras e Artes",2014-02-04,FANESE - Faculdade de Administração e Negócios de Sergipe
241618,Luna Cardoso,9973,2015-05-07,Engenharia Sanitária,Engenharias,2014-02-26,FACIC - Faculdade de Ciências Humanas de Curvelo
241619,Maria Fernanda Peixoto,9973,2021-07-26,Genética,Ciências Biológicas,2017-09-15,USU - Universidade Santa Úrsula
241620,Lucas Gabriel Farias,9973,2018-08-10,Recursos Florestais e Engenharia Florestal,Ciências Agrárias,2011-01-05,UTP - Universidade Tuiuti do Paraná
241621,Brenda Aragão,9973,2021-07-07,Medicina,Ciências da Saúde,2012-01-30,FCRS - Faculdade Católica Rainha do Sertão
241622,Miguel das Neves,9973,2019-05-16,Bioquímica,Ciências Biológicas,2019-05-02,UFPA - Universidade Federal do Pará
241623,João Gabriel Nogueira,9973,2020-10-13,Genética,Ciências Biológicas,2017-06-29,FAC FUNAM - Faculdade de Tecnologia Alto e Médio São Francisco
241624,Thiago Costela,9973,2023-04-04,Ecologia,Ciências Biológicas,2020-02-25,UENF - Universidade Estadual do Norte Fluminense
241625,Maria Ramos,9973,2020-07-15,Sociologia,Ciências Humanas,2020-03-05,FAJAR - Faculdade Jaguariaíva
241626,Rodrigo Viana,9973,2015-01-24,Engenharia Mecânica,Engenharias,2010-05-28,INTEGRADO - Centro Universitário Integrado de Campo Mourão
241627,Srta. Alexia da Costa,9973,2019-07-29,Engenharia Aeroespacial,Engenharias,2018-09-18,UNISANT'ANNA - Universidade Sant'Anna
241628,Marcelo da Rosa,9973,2020-02-24,Arquitetura e Urbanismo,Ciências Sociais Aplicadas,2015-09-05,FACHA - Faculdades Integradas Hélio Alonso
241629,Maitê Souza,9973,2019-08-11,Direito,Ciências Sociais Aplicadas,2019-05-15,UNILA - Universidade Federal da Integração Latino-Americana
241630,Lara Farias,9973,2019-04-01,Engenharia Civil,Engenharias,2012-06-27,IEMA - Instituto Estadual do Maranhão
241631,Sra. Caroline Jesus,9973,2015-08-18,Ciência Política,Ciências Humanas,2010-05-05,FACIC - Faculdade de Ciências Humanas de Curvelo
241632,Davi Freitas,9973,2022-11-07,Administração,Ciências Sociais Aplicadas,2018-09-22,UNAMA - Universidade da Amazônia
241633,Fernanda Lopes,9973,2019-11-06,Economia Doméstica,Ciências Sociais Aplicadas,2015-04-23,UENP - Universidade Estadual do Norte do Paraná
241634,Sofia Ferreira,9973,2019-03-20,Educação Física,Ciências da Saúde,2010-11-20,FIRB - Faculdades Integradas Rio Branco
241635,Sr. André da Paz,9973,2018-05-05,Farmacologia,Ciências Biológicas,2010-09-24,UNIASSELVI - Centro Universitário Leonardo da Vinci
241636,Ana Laura Silva,9973,2015-12-22,Letras,"Lingüística, Letras e Artes",2011-10-02,UERN - Universidade do Estado do Rio Grande do Norte
241637,Davi da Luz,9973,2019-08-11,Morfologia,Ciências Biológicas,2013-04-18,IFMS - Instituto Federal de Mato Grosso do Sul
241638,Daniel Oliveira,9973,2021-07-18,Engenharia de Produção,Engenharias,2020-10-30,FACIC - Faculdade de Ciências Humanas de Curvelo
241639,Maria Clara Viana,9973,2016-10-05,Enfermagem,Ciências da Saúde,2013-03-15,UNICATÓLICA - Centro Universitário Católica do Tocantins
241640,Juan Araújo,9973,2021-01-07,Filosofia,Ciências Humanas,2018-02-26,UEPB - Universidade Estadual da Paraíba
241641,Sr. Joaquim Viana,9973,2024-06-29,Administração,Ciências Sociais Aplicadas,2019-09-24,UFAM - Universidade Federal do Amazonas
241642,Ana Luiza Mendes,9973,2015-02-19,Ecologia,Ciências Biológicas,2010-02-12,UNIFEOB - Centro Universitário Octávio Bastos
241643,Maria Julia da Mota,9973,2017-08-23,Engenharia de Minas,Engenharias,2010-04-23,CESMAC - Centro de Estudos Superiores de Maceió
241644,Mariana Aragão,9973,2019-03-01,Enfermagem,Ciências da Saúde,2018-11-07,CEUB - Centro Universitário de Brasília
241645,João Lucas Costa,9973,2017-07-07,Ciência Política,Ciências Humanas,2010-10-25,UNINOVE - Universidade Nove de Julho
241646,Vitória da Rosa,9973,2016-06-22,Serviço Social,Ciências Sociais Aplicadas,2012-10-29,FOC - Faculdades Oswaldo Cruz
241647,Milena Moreira,9973,2015-09-09,Educação Física,Ciências da Saúde,2013-10-17,FRB - Faculdades Integradas Rio Branco
241648,Valentina Pinto,9973,2015-11-23,Fisiologia,Ciências Biológicas,2014-02-28,Uniuv - Centro Universitário de União da Vitória
241649,Luna Nunes,9973,2023-02-26,Engenharia Nuclear,Engenharias,2010-06-30,UNIFESO - Centro Universitário Serra dos Órgãos
241650,Pietra Novaes,9973,2015-07-27,Engenharia de Transportes,Engenharias,2010-11-08,IMESA - Instituto Municipal de Ensino Superior de Assis
241651,Evelyn Moreira,9973,2014-11-27,Genética,Ciências Biológicas,2014-02-02,UNIFIP - Centro Universitário de Patos
241652,Ana Lívia da Cruz,9973,2022-03-31,Imunologia,Ciências Biológicas,2013-07-25,IFCE - Instituto Federal do Ceará
241653,Sr. João Lucas Cardoso,9973,2017-08-20,Engenharia de Materiais e Metalúrgica,Engenharias,2014-07-02,UNIVEM - Centro Universitário Eurípedes de Marília
241654,Maitê da Conceição,9973,2023-01-08,Ciência Política,Ciências Humanas,2015-01-05,UNOESC - Universidade do Oeste de Santa Catarina
241655,Eloah Araújo,9973,2021-01-26,Museologia,Ciências Sociais Aplicadas,2014-04-25,FADISI - Faculdade Diocesana São José
241656,Maria Cecília Costa,9973,2016-10-06,Engenharia Mecânica,Engenharias,2013-08-01,UFT - Universidade Federal do Tocantins
241657,Sr. Davi Lucca Barros,9973,2022-10-18,Medicina,Ciências da Saúde,2021-12-05,UNICURITIBA - Centro Universitário Curitiba
241658,Diego Farias,9973,2015-10-13,Engenharia Civil,Engenharias,2009-10-05,UVA - Universidade Veiga de Almeida
241659,Ana Beatriz Aragão,9973,2023-03-21,Astronomia,Ciências Exatas e da Terra,2012-02-04,UCPEL - Universidade Católica de Pelotas
241660,Cauã Caldeira,9973,2021-01-06,Ecologia,Ciências Biológicas,2012-06-02,UNESA - Universidade Estácio de Sá
241661,Isabel Gonçalves,9973,2024-02-15,Demografia,Ciências Sociais Aplicadas,2021-04-10,UFU - Universidade Federal de Uberlândia
241662,Davi Luiz Dias,9973,2015-06-27,Botânica,Ciências Biológicas,2014-08-02,USP - Universidade de São Paulo
241663,Luna Rodrigues,9973,2022-02-02,Bioquímica,Ciências Biológicas,2012-09-29,UNINOVE - Universidade Nove de Julho
241664,Ana Sophia Aragão,9973,2017-06-26,Desenho Industrial,Ciências Sociais Aplicadas,2016-05-11,UEMG - Universidade do Estado de Minas Gerais
241665,Igor Campos,9973,2021-02-17,Teologia,Ciências Humanas,2014-03-27,UDESC - Universidade do Estado de Santa Catarina
241666,Sr. Lucca Rodrigues,9973,2023-05-28,Psicologia,Ciências Humanas,2022-04-17,PUCMG - Pontifícia Universidade Católica de Minas Gerais
241667,Dr. Levi Nogueira,9973,2015-03-03,Odontologia,Ciências da Saúde,2010-12-12,UFMT - Universidade Federal de Mato Grosso
241668,Ana Laura Ferreira,9973,2019-06-07,Farmácia,Ciências da Saúde,2016-05-14,FAPA - Faculdade Porto-Alegrense
241669,Ana Julia Ramos,9973,2022-10-26,Engenharia Aeroespacial,Engenharias,2016-09-16,FAC FUNAM - Faculdade de Tecnologia Alto e Médio São Francisco
241670,Pedro Miguel Rezende,9973,2021-03-11,Engenharia de Materiais e Metalúrgica,Engenharias,2011-06-01,UnirG - Universidade de Gurupi
241671,Esther Moraes,9973,2022-12-26,Odontologia,Ciências da Saúde,2014-09-08,FADIPA - Faculdade de Direito de Ipatinga
241672,Mariana Barbosa,9973,2015-01-18,Planejamento Urbano e Regional,Ciências Sociais Aplicadas,2010-08-11,CEST - Faculdade Santa Terezinha (São Luís)
241673,Maitê Farias,9973,2017-05-25,Parasitologia,Ciências Biológicas,2014-07-11,UNOPAR - Universidade Norte do Paraná (Polo Natal)
241674,Ana Vitória Silveira,9973,2018-09-03,Lingüística,"Lingüística, Letras e Artes",2018-02-26,ULBRA - Universidade Luterana do Brasil
241675,Marcos Vinicius Moura,9973,2015-04-25,Medicina Veterinária,Ciências Agrárias,2015-02-16,UNIFIL - Centro Universitário Filadélfia
241676,Fernando da Mata,9973,2016-07-28,História,Ciências Humanas,2011-10-19,UEMS - Universidade Estadual do Mato Grosso do Sul
241677,Clarice Almeida,9973,2016-06-12,História,Ciências Humanas,2011-12-26,FGV - Fundação Getulio Vargas
241678,Marcelo Caldeira,9973,2017-04-27,Planejamento Urbano e Regional,Ciências Sociais Aplicadas,2012-02-22,DOCTUM - Rede de Ensino Doctum
241679,Bryan Barros,9973,2022-01-08,Ciência Política,Ciências Humanas,2017-01-21,UFPR - Universidade Federal do Paraná
241680,Maria Luiza Pinto,9973,2020-03-24,Engenharia Civil,Engenharias,2017-04-26,FRB - Faculdades Integradas Rio Branco
241681,Maria Clara Freitas,9973,2016-12-17,Parasitologia,Ciências Biológicas,2012-05-13,FEEVALE - Universidade Feevale
241682,Ana Júlia Nascimento,9973,2017-10-30,Fonoaudiologia,Ciências da Saúde,2009-10-11,UNOPAR - Universidade Norte do Paraná (Polo Natal)
241683,Isabella Lima,9973,2023-01-22,Engenharia Química,Engenharias,2018-08-01,UNISUAM - Centro Universitário Augusto Motta
241684,Ana Clara Carvalho,9973,2022-01-08,Fisioterapia e Terapia Ocupacional,Ciências da Saúde,2019-01-31,FAJAR - Faculdade Jardins
241685,Davi Lucas Peixoto,9973,2019-11-25,Medicina,Ciências da Saúde,2012-10-27,UMC - Universidade de Mogi das Cruzes
241686,Alexia Cavalcanti,9973,2018-07-07,Ciência da Computação,Ciências Exatas e da Terra,2014-01-30,UNIFIEO - Centro Universitário FIEO
241687,Dra. Luana Souza,9973,2022-09-06,Enfermagem,Ciências da Saúde,2011-06-06,UNIGRANRIO - Universidade do Grande Rio
241688,João Felipe Moreira,9973,2016-01-21,Planejamento Urbano e Regional,Ciências Sociais Aplicadas,2012-09-05,FCF - Faculdade Católica de Fortaleza
241689,Ana Costa,9973,2024-04-18,Administração,Ciências Sociais Aplicadas,2010-05-29,FACHA - Faculdades Integradas Hélio Alonso
241690,Sr. Bruno Gonçalves,9973,2022-11-11,Letras,"Lingüística, Letras e Artes",2018-08-04,CEULP/ULBRA - Centro Universitário Luterano de Palmas
241691,Cauê Dias,9973,2015-02-25,Parasitologia,Ciências Biológicas,2014-12-12,FADIPA - Faculdade de Direito de Ipatinga
241692,Maria Fernanda Rocha,9973,2016-11-27,Engenharia de Materiais e Metalúrgica,Engenharias,2009-12-10,FANP - Faculdade do Noroeste Paranaense
241693,Maria Luiza Moreira,9973,2020-03-14,Ciência da Computação,Ciências Exatas e da Terra,2013-01-19,FTSA - Faculdade Teológica Sul Americana
241694,Enzo da Cruz,9973,2022-11-24,Engenharia Agrícola,Ciências Agrárias,2018-11-18,SENAC - Faculdade Senac Rio de Janeiro
241695,Rodrigo Rocha,9973,2016-02-03,Morfologia,Ciências Biológicas,2015-10-20,CEULP/ULBRA - Centro Universitário Luterano de Palmas
241696,Dr. Isaac Castro,9973,2015-07-06,História,Ciências Humanas,2012-12-12,UNIVATES - Universidade do Vale do Taquari
241697,Elisa Pereira,9973,2017-03-11,Demografia,Ciências Sociais Aplicadas,2013-01-13,UNIVALE - Universidade Vale do Rio Doce
241698,Dr. Gustavo Henrique Viana,9973,2014-09-07,Educação,Ciências Humanas,2010-07-27,UNIFAMETRO - Centro Universitário Fametro
241699,Sr. Francisco Moura,9973,2016-01-15,Química,Ciências Exatas e da Terra,2012-02-16,IFNMG - Instituto Federal do Norte de Minas Gerais
241700,Ryan Nascimento,9973,2016-06-10,Engenharia Civil,Engenharias,2011-05-11,IFAP - Instituto Federal do Amapá
241701,André Sales,9973,2015-03-18,Geografia,Ciências Humanas,2010-06-22,UNILASALLE-RJ - Universidade La Salle
241702,Luiz Fernando Cavalcanti,9973,2017-03-12,Serviço Social,Ciências Sociais Aplicadas,2013-03-11,UNITINS - Universidade Estadual do Tocantins
241703,Srta. Stephany Silveira,9973,2017-10-18,Recursos Pesqueiros e Engenharia de Pesca,Ciências Agrárias,2017-08-26,ULBRA - Universidade Luterana do Brasil
241704,Marcos Vinicius Ferreira,9973,2022-07-14,Morfologia,Ciências Biológicas,2013-10-27,UFOP - Universidade Federal de Ouro Preto
241705,Laís da Cruz,9973,2016-05-16,Filosofia,Ciências Humanas,2014-07-05,IFSC - Instituto Federal de Santa Catarina
241706,João Guilherme Oliveira,9973,2019-12-10,Nutrição,Ciências da Saúde,2016-12-24,UNAERP - Universidade de Ribeirão Preto
241707,Dra. Laura Costa,9973,2017-12-30,Saúde Coletiva,Ciências da Saúde,2015-03-31,FADISI - Faculdade Diocesana São José
241708,Evelyn Martins,9973,2020-12-29,Economia,Ciências Sociais Aplicadas,2015-12-28,UNINILTONLINS - Universidade Nilton Lins
241709,Cecília Lima,9973,2021-10-25,Genética,Ciências Biológicas,2014-08-23,CEETEPS - Centro Estadual de Educação Tecnológica Paula Souza
241710,Bruno Monteiro,9973,2014-10-31,Direito,Ciências Sociais Aplicadas,2009-12-31,FAMA - Faculdade da Amazônia
241711,Igor Dias,9973,2014-11-15,Astronomia,Ciências Exatas e da Terra,2014-04-27,UNIGRAN - Centro Universitário da Grande Dourados
241712,Eduarda Farias,9984,2016-04-09,Ciência da Computação,Ciências Exatas e da Terra,2010-06-18,UNISINOS - Universidade do Vale do Rio dos Sinos
241713,Sr. Vitor Azevedo,9984,2018-03-19,Biofísica,Ciências Biológicas,2009-12-05,UAM - Universidade Anhembi Morumbi
241714,Júlia da Mota,9984,2021-08-08,Fonoaudiologia,Ciências da Saúde,2018-05-06,UNAMA - Universidade da Amazônia
241715,Dra. Joana Aragão,9984,2020-08-19,Probabilidade e Estatística,Ciências Exatas e da Terra,2015-07-13,UnirG - Universidade de Gurupi
241716,Kevin Costela,9984,2018-11-16,Engenharia Naval e Oceânica,Engenharias,2017-08-15,UNIP - Universidade Paulista
241717,Gustavo Henrique Vieira,9984,2022-04-17,Engenharia Sanitária,Engenharias,2009-11-26,IFPA - Instituto Federal do Pará
241718,Dr. João Guilherme da Rocha,9984,2014-12-23,Odontologia,Ciências da Saúde,2014-09-21,IFFarroupilha - Instituto Federal Farroupilha
241719,Gabrielly da Paz,9984,2021-08-30,Odontologia,Ciências da Saúde,2009-09-10,ENAP - Escola Nacional de Administração Pública
241720,Isis da Cruz,9984,2021-10-10,Engenharia Biomédica,Engenharias,2010-12-22,FADISC - Faculdades Integradas de São Carlos
241721,Sr. Bruno das Neves,9984,2020-10-04,Ciência da Computação,Ciências Exatas e da Terra,2011-01-22,IFMT - Instituto Federal do Mato Grosso
241722,Dr. Carlos Eduardo da Paz,9984,2020-03-08,Parasitologia,Ciências Biológicas,2013-03-06,UFFS - Universidade Federal da Fronteira Sul
241723,Sr. Breno Rodrigues,9984,2023-04-09,Saúde Coletiva,Ciências da Saúde,2015-02-03,UNIGRAN - Centro Universitário da Grande Dourados
241724,Dra. Clarice Monteiro,9984,2018-12-05,Farmacologia,Ciências Biológicas,2011-05-31,UNINTER - Grupo Educacional Uninter
241725,Júlia da Cunha,9984,2021-07-22,Economia,Ciências Sociais Aplicadas,2020-11-04,UCP - Faculdades do Centro do Paraná
241726,Maria Vitória Silveira,9984,2017-04-17,Engenharia de Materiais e Metalúrgica,Engenharias,2016-08-14,ICESP - Universidade Brasil
241727,Clarice Freitas,9984,2024-02-07,Botânica,Ciências Biológicas,2016-08-03,UEPG - Universidade Estadual de Ponta Grossa
241728,Lucca Caldeira,9984,2019-07-13,Física,Ciências Exatas e da Terra,2017-08-16,UnAC - Universidade Aberta Capixaba
241729,Sr. João Gabriel Costa,9984,2019-11-24,Oceanografia,Ciências Exatas e da Terra,2009-09-12,UNAMA - Universidade da Amazônia
