cd_func;nm_func;dt_ingso;area_cmnto;dt_conc;cd_uor;nm_uor_rdz
F241612;Rafaela Novaes;2023-05-19;Ciências Agrárias;2012-09-13;46190;DIEMP-EMPREST.FINANC
F241613;Lucas Oliveira;2022-05-21;Ciências Biológicas;2017-12-11;46190;DIEMP-EMPREST.FINANC
F241614;Ryan Rocha;2019-01-06;Engenharias;2011-12-15;46190;DIEMP-EMPREST.FINANC
F241615;Lavínia Rocha;2021-10-15;Engenharias;2015-05-14;46190;DIEMP-EMPREST.FINANC
F241616;Cauê Pires;2022-06-24;Ciências Exatas e da Terra;2013-11-29;46190;DIEMP-EMPREST.FINANC
F241617;Bianca Peixoto;2016-12-18;Lingüística, Letras e Artes;2014-02-04;46190;DIEMP-EMPREST.FINANC
F241618;Luna Cardoso;2015-05-07;Engenharias;2014-02-26;46190;DIEMP-EMPREST.FINANC
F241619;Maria Fernanda Peixoto;2021-07-26;Ciências Biológicas;2017-09-15;46190;DIEMP-EMPREST.FINANC
F241620;Lucas Gabriel Farias;2018-08-10;Ciências Agrárias;2011-01-05;46190;DIEMP-EMPREST.FINANC
F241621;Brenda Aragão;2021-07-07;Ciências da Saúde;2012-01-30;46190;DIEMP-EMPREST.FINANC
F241622;Miguel das Neves;2019-05-16;Ciências Biológicas;2019-05-02;46190;DIEMP-EMPREST.FINANC
F241623;João Gabriel Nogueira;2020-10-13;Ciências Biológicas;2017-06-29;46190;DIEMP-EMPREST.FINANC
F241624;Thiago Costela;2023-04-04;Ciências Biológicas;2020-02-25;46190;DIEMP-EMPREST.FINANC
F241625;Maria Ramos;2020-07-15;Ciências Humanas;2020-03-05;46190;DIEMP-EMPREST.FINANC
F241626;Rodrigo Viana;2015-01-24;Engenharias;2010-05-28;46190;DIEMP-EMPREST.FINANC
F241627;Srta. Alexia da Costa;2019-07-29;Engenharias;2018-09-18;46190;DIEMP-EMPREST.FINANC
F241628;Marcelo da Rosa;2020-02-24;Ciências Sociais Aplicadas;2015-09-05;46190;DIEMP-EMPREST.FINANC
F241629;Maitê Souza;2019-08-11;Ciências Sociais Aplicadas;2019-05-15;46190;DIEMP-EMPREST.FINANC
F241630;Lara Farias;2019-04-01;Engenharias;2012-06-27;46190;DIEMP-EMPREST.FINANC
F241631;Sra. Caroline Jesus;2015-08-18;Ciências Humanas;2010-05-05;46190;DIEMP-EMPREST.FINANC
F241632;Davi Freitas;2022-11-07;Ciências Sociais Aplicadas;2018-09-22;46190;DIEMP-EMPREST.FINANC
F241633;Fernanda Lopes;2019-11-06;Ciências Sociais Aplicadas;2015-04-23;46190;DIEMP-EMPREST.FINANC
F241634;Sofia Ferreira;2019-03-20;Ciências da Saúde;2010-11-20;46190;DIEMP-EMPREST.FINANC
F241635;Sr. André da Paz;2018-05-05;Ciências Biológicas;2010-09-24;46190;DIEMP-EMPREST.FINANC
F241636;Ana Laura Silva;2015-12-22;Lingüística, Letras e Artes;2011-10-02;46190;DIEMP-EMPREST.FINANC
F241637;Davi da Luz;2019-08-11;Ciências Biológicas;2013-04-18;46190;DIEMP-EMPREST.FINANC
F241638;Daniel Oliveira;2021-07-18;Engenharias;2020-10-30;46190;DIEMP-EMPREST.FINANC
F241639;Maria Clara Viana;2016-10-05;Ciências da Saúde;2013-03-15;46190;DIEMP-EMPREST.FINANC
F241640;Juan Araújo;2021-01-07;Ciências Humanas;2018-02-26;46190;DIEMP-EMPREST.FINANC
F241641;Sr. Joaquim Viana;2024-06-29;Ciências Sociais Aplicadas;2019-09-24;46190;DIEMP-EMPREST.FINANC
F241642;Ana Luiza Mendes;2015-02-19;Ciências Biológicas;2010-02-12;46190;DIEMP-EMPREST.FINANC
F241643;Maria Julia da Mota;2017-08-23;Engenharias;2010-04-23;46190;DIEMP-EMPREST.FINANC
F241644;Mariana Aragão;2019-03-01;Ciências da Saúde;2018-11-07;46190;DIEMP-EMPREST.FINANC
F241645;João Lucas Costa;2017-07-07;Ciências Humanas;2010-10-25;46190;DIEMP-EMPREST.FINANC
F241646;Vitória da Rosa;2016-06-22;Ciências Sociais Aplicadas;2012-10-29;46190;DIEMP-EMPREST.FINANC
F241647;Milena Moreira;2015-09-09;Ciências da Saúde;2013-10-17;46190;DIEMP-EMPREST.FINANC
F241648;Valentina Pinto;2015-11-23;Ciências Biológicas;2014-02-28;46190;DIEMP-EMPREST.FINANC
F241649;Luna Nunes;2023-02-26;Engenharias;2010-06-30;46190;DIEMP-EMPREST.FINANC
F241650;Pietra Novaes;2015-07-27;Engenharias;2010-11-08;46190;DIEMP-EMPREST.FINANC
F241651;Evelyn Moreira;2014-11-27;Ciências Biológicas;2014-02-02;46190;DIEMP-EMPREST.FINANC
F241652;Ana Lívia da Cruz;2022-03-31;Ciências Biológicas;2013-07-25;46190;DIEMP-EMPREST.FINANC
F241653;Sr. João Lucas Cardoso;2017-08-20;Engenharias;2014-07-02;46190;DIEMP-EMPREST.FINANC
F241654;Maitê da Conceição;2023-01-08;Ciências Humanas;2015-01-05;46190;DIEMP-EMPREST.FINANC
F241655;Eloah Araújo;2021-01-26;Ciências Sociais Aplicadas;2014-04-25;46190;DIEMP-EMPREST.FINANC
F241656;Maria Cecília Costa;2016-10-06;Engenharias;2013-08-01;46190;DIEMP-EMPREST.FINANC
F241657;Sr. Davi Lucca Barros;2022-10-18;Ciências da Saúde;2021-12-05;46190;DIEMP-EMPREST.FINANC
F241658;Diego Farias;2015-10-13;Engenharias;2009-10-05;46190;DIEMP-EMPREST.FINANC
F241659;Ana Beatriz Aragão;2023-03-21;Ciências Exatas e da Terra;2012-02-04;46190;DIEMP-EMPREST.FINANC
F241660;Cauã Caldeira;2021-01-06;Ciências Biológicas;2012-06-02;46190;DIEMP-EMPREST.FINANC
F241661;Isabel Gonçalves;2024-02-15;Ciências Sociais Aplicadas;2021-04-10;46190;DIEMP-EMPREST.FINANC
F241662;Davi Luiz Dias;2015-06-27;Ciências Biológicas;2014-08-02;46190;DIEMP-EMPREST.FINANC
F241663;Luna Rodrigues;2022-02-02;Ciências Biológicas;2012-09-29;46190;DIEMP-EMPREST.FINANC
F241664;Ana Sophia Aragão;2017-06-26;Ciências Sociais Aplicadas;2016-05-11;46190;DIEMP-EMPREST.FINANC
F241665;Igor Campos;2021-02-17;Ciências Humanas;2014-03-27;46190;DIEMP-EMPREST.FINANC
F241666;Sr. Lucca Rodrigues;2023-05-28;Ciências Humanas;2022-04-17;46190;DIEMP-EMPREST.FINANC
F241667;Dr. Levi Nogueira;2015-03-03;Ciências da Saúde;2010-12-12;46190;DIEMP-EMPREST.FINANC
F241668;Ana Laura Ferreira;2019-06-07;Ciências da Saúde;2016-05-14;46190;DIEMP-EMPREST.FINANC
F241669;Ana Julia Ramos;2022-10-26;Engenharias;2016-09-16;46190;DIEMP-EMPREST.FINANC
F241670;Pedro Miguel Rezende;2021-03-11;Engenharias;2011-06-01;46190;DIEMP-EMPREST.FINANC
F241671;Esther Moraes;2022-12-26;Ciências da Saúde;2014-09-08;46190;DIEMP-EMPREST.FINANC
F241672;Mariana Barbosa;2015-01-18;Ciências Sociais Aplicadas;2010-08-11;46190;DIEMP-EMPREST.FINANC
F241673;Maitê Farias;2017-05-25;Ciências Biológicas;2014-07-11;46190;DIEMP-EMPREST.FINANC
F241674;Ana Vitória Silveira;2018-09-03;Lingüística, Letras e Artes;2018-02-26;46190;DIEMP-EMPREST.FINANC
F241675;Marcos Vinicius Moura;2015-04-25;Ciências Agrárias;2015-02-16;46190;DIEMP-EMPREST.FINANC
F241676;Fernando da Mata;2016-07-28;Ciências Humanas;2011-10-19;46190;DIEMP-EMPREST.FINANC
F241677;Clarice Almeida;2016-06-12;Ciências Humanas;2011-12-26;46190;DIEMP-EMPREST.FINANC
F241678;Marcelo Caldeira;2017-04-27;Ciências Sociais Aplicadas;2012-02-22;46190;DIEMP-EMPREST.FINANC
F241679;Bryan Barros;2022-01-08;Ciências Humanas;2017-01-21;46190;DIEMP-EMPREST.FINANC
F241680;Maria Luiza Pinto;2020-03-24;Engenharias;2017-04-26;46190;DIEMP-EMPREST.FINANC
F241681;Maria Clara Freitas;2016-12-17;Ciências Biológicas;2012-05-13;46190;DIEMP-EMPREST.FINANC
F241682;Ana Júlia Nascimento;2017-10-30;Ciências da Saúde;2009-10-11;46190;DIEMP-EMPREST.FINANC
F241683;Isabella Lima;2023-01-22;Engenharias;2018-08-01;46190;DIEMP-EMPREST.FINANC
F241684;Ana Clara Carvalho;2022-01-08;Ciências da Saúde;2019-01-31;46190;DIEMP-EMPREST.FINANC
F241685;Davi Lucas Peixoto;2019-11-25;Ciências da Saúde;2012-10-27;46190;DIEMP-EMPREST.FINANC
F241686;Alexia Cavalcanti;2018-07-07;Ciências Exatas e da Terra;2014-01-30;46190;DIEMP-EMPREST.FINANC
F241687;Dra. Luana Souza;2022-09-06;Ciências da Saúde;2011-06-06;46190;DIEMP-EMPREST.FINANC
F241688;João Felipe Moreira;2016-01-21;Ciências Sociais Aplicadas;2012-09-05;46190;DIEMP-EMPREST.FINANC
F241689;Ana Costa;2024-04-18;Ciências Sociais Aplicadas;2010-05-29;46190;DIEMP-EMPREST.FINANC
F241690;Sr. Bruno Gonçalves;2022-11-11;Lingüística, Letras e Artes;2018-08-04;46190;DIEMP-EMPREST.FINANC
F241691;Cauê Dias;2015-02-25;Ciências Biológicas;2014-12-12;46190;DIEMP-EMPREST.FINANC
F241692;Maria Fernanda Rocha;2016-11-27;Engenharias;2009-12-10;46190;DIEMP-EMPREST.FINANC
F241693;Maria Luiza Moreira;2020-03-14;Ciências Exatas e da Terra;2013-01-19;46190;DIEMP-EMPREST.FINANC
F241694;Enzo da Cruz;2022-11-24;Ciências Agrárias;2018-11-18;46190;DIEMP-EMPREST.FINANC
F241695;Rodrigo Rocha;2016-02-03;Ciências Biológicas;2015-10-20;46190;DIEMP-EMPREST.FINANC
F241696;Dr. Isaac Castro;2015-07-06;Ciências Humanas;2012-12-12;46190;DIEMP-EMPREST.FINANC
F241697;Elisa Pereira;2017-03-11;Ciências Sociais Aplicadas;2013-01-13;46190;DIEMP-EMPREST.FINANC
F241698;Dr. Gustavo Henrique Viana;2014-09-07;Ciências Humanas;2010-07-27;46190;DIEMP-EMPREST.FINANC
F241699;Sr. Francisco Moura;2016-01-15;Ciências Exatas e da Terra;2012-02-16;46190;DIEMP-EMPREST.FINANC
F241700;Ryan Nascimento;2016-06-10;Engenharias;2011-05-11;46190;DIEMP-EMPREST.FINANC
F241701;André Sales;2015-03-18;Ciências Humanas;2010-06-22;46190;DIEMP-EMPREST.FINANC
F241702;Luiz Fernando Cavalcanti;2017-03-12;Ciências Sociais Aplicadas;2013-03-11;46190;DIEMP-EMPREST.FINANC
F241703;Srta. Stephany Silveira;2017-10-18;Ciências Agrárias;2017-08-26;46190;DIEMP-EMPREST.FINANC
F241704;Marcos Vinicius Ferreira;2022-07-14;Ciências Biológicas;2013-10-27;46190;DIEMP-EMPREST.FINANC
F241705;Laís da Cruz;2016-05-16;Ciências Humanas;2014-07-05;46190;DIEMP-EMPREST.FINANC
F241706;João Guilherme Oliveira;2019-12-10;Ciências da Saúde;2016-12-24;46190;DIEMP-EMPREST.FINANC
F241707;Dra. Laura Costa;2017-12-30;Ciências da Saúde;2015-03-31;46190;DIEMP-EMPREST.FINANC
F241708;Evelyn Martins;2020-12-29;Ciências Sociais Aplicadas;2015-12-28;46190;DIEMP-EMPREST.FINANC
F241709;Cecília Lima;2021-10-25;Ciências Biológicas;2014-08-23;46190;DIEMP-EMPREST.FINANC
F241710;Bruno Monteiro;2014-10-31;Ciências Sociais Aplicadas;2009-12-31;46190;DIEMP-EMPREST.FINANC
F241711;Igor Dias;2014-11-15;Ciências Exatas e da Terra;2014-04-27;46190;DIEMP-EMPREST.FINANC
F241712;Eduarda Farias;2016-04-09;Ciências Exatas e da Terra;2010-06-18;40185;DIMAC-MARKETING COM.
F241713;Sr. Vitor Azevedo;2018-03-19;Ciências Biológicas;2009-12-05;40185;DIMAC-MARKETING COM.
F241714;Júlia da Mota;2021-08-08;Ciências da Saúde;2018-05-06;40185;DIMAC-MARKETING COM.
F241715;Dra. Joana Aragão;2020-08-19;Ciências Exatas e da Terra;2015-07-13;40185;DIMAC-MARKETING COM.
F241716;Kevin Costela;2018-11-16;Engenharias;2017-08-15;40185;DIMAC-MARKETING COM.
F241717;Gustavo Henrique Vieira;2022-04-17;Engenharias;2009-11-26;40185;DIMAC-MARKETING COM.
F241718;Dr. João Guilherme da Rocha;2014-12-23;Ciências da Saúde;2014-09-21;40185;DIMAC-MARKETING COM.
F241719;Gabrielly da Paz;2021-08-30;Ciências da Saúde;2009-09-10;40185;DIMAC-MARKETING COM.
F241720;Isis da Cruz;2021-10-10;Engenharias;2010-12-22;40185;DIMAC-MARKETING COM.
F241721;Sr. Bruno das Neves;2020-10-04;Ciências Exatas e da Terra;2011-01-22;40185;DIMAC-MARKETING COM.
F241722;Dr. Carlos Eduardo da Paz;2020-03-08;Ciências Biológicas;2013-03-06;40185;DIMAC-MARKETING COM.
F241723;Sr. Breno Rodrigues;2023-04-09;Ciências da Saúde;2015-02-03;40185;DIMAC-MARKETING COM.
F241724;Dra. Clarice Monteiro;2018-12-05;Ciências Biológicas;2011-05-31;40185;DIMAC-MARKETING COM.
F241725;Júlia da Cunha;2021-07-22;Ciências Sociais Aplicadas;2020-11-04;40185;DIMAC-MARKETING COM.
F241726;Maria Vitória Silveira;2017-04-17;Engenharias;2016-08-14;40185;DIMAC-MARKETING COM.
F241727;Clarice Freitas;2024-02-07;Ciências Biológicas;2016-08-03;40185;DIMAC-MARKETING COM.
F241728;Lucca Caldeira;2019-07-13;Ciências Exatas e da Terra;2017-08-16;40185;DIMAC-MARKETING COM.
F241729;Sr. João Gabriel Costa;2019-11-24;Ciências Exatas e da Terra;2009-09-12;40185;DIMAC-MARKETING COM.
F241730;Gabriela Rezende;2021-11-03;Ciências Biológicas;2016-12-22;40185;DIMAC-MARKETING COM.
F241731;Joaquim da Conceição;2020-04-22;Ciências Agrárias;2010-05-10;40185;DIMAC-MARKETING COM.
F241732;Carlos Eduardo Peixoto;2024-01-12;Ciências Sociais Aplicadas;2009-08-24;40185;DIMAC-MARKETING COM.
F241733;Pedro Lucas Costela;2023-12-30;Ciências Biológicas;2010-07-28;40185;DIMAC-MARKETING COM.
F241734;Renan Gonçalves;2020-09-28;Ciências Sociais Aplicadas;2010-05-08;40185;DIMAC-MARKETING COM.
F241735;Pedro da Mota;2023-06-04;Ciências Exatas e da Terra;2020-07-13;40185;DIMAC-MARKETING COM.
F241736;Marcela Melo;2018-12-29;Ciências Sociais Aplicadas;2017-01-12;40185;DIMAC-MARKETING COM.
F241737;Amanda Correia;2019-03-09;Ciências Agrárias;2015-04-30;40185;DIMAC-MARKETING COM.
F241738;Danilo Castro;2022-03-11;Ciências Agrárias;2018-08-10;40185;DIMAC-MARKETING COM.
F241739;Agatha Alves;2015-11-24;Ciências Exatas e da Terra;2012-08-09;40185;DIMAC-MARKETING COM.
F241740;Sophie Jesus;2018-04-21;Ciências Humanas;2009-11-19;40185;DIMAC-MARKETING COM.
F241741;Breno Melo;2020-05-07;Engenharias;2014-10-13;40185;DIMAC-MARKETING COM.
F241742;Mirella Lopes;2023-09-25;Engenharias;2013-11-03;40185;DIMAC-MARKETING COM.
F241743;Natália Fernandes;2019-03-16;Ciências Biológicas;2011-07-24;40185;DIMAC-MARKETING COM.
F241744;Heitor Pinto;2017-05-25;Ciências Biológicas;2015-04-19;40185;DIMAC-MARKETING COM.
F241745;Luiza Cardoso;2019-04-17;Engenharias;2016-07-19;40185;DIMAC-MARKETING COM.
F241746;Stella da Costa;2020-05-03;Engenharias;2015-05-16;40185;DIMAC-MARKETING COM.
F241747;Alícia Pereira;2016-09-08;Ciências Humanas;2016-06-09;40185;DIMAC-MARKETING COM.
F241748;Sr. Davi Oliveira;2015-07-04;Ciências Exatas e da Terra;2013-06-21;40185;DIMAC-MARKETING COM.
F241749;Fernanda Ribeiro;2017-11-30;Ciências Exatas e da Terra;2014-04-05;40185;DIMAC-MARKETING COM.
F241750;Marcela Almeida;2015-11-30;Engenharias;2015-10-04;40185;DIMAC-MARKETING COM.
F241751;Lucca da Mota;2014-12-03;Engenharias;2014-02-24;40185;DIMAC-MARKETING COM.
F241752;Dra. Bárbara Sales;2024-07-05;Ciências Agrárias;2020-09-09;40185;DIMAC-MARKETING COM.
F241753;Luigi Nogueira;2023-08-12;Ciências Exatas e da Terra;2017-04-26;40185;DIMAC-MARKETING COM.
F241754;Carlos Eduardo Souza;2016-10-13;Ciências Exatas e da Terra;2010-01-18;40185;DIMAC-MARKETING COM.
F241755;Mariana Jesus;2020-11-20;Ciências Humanas;2010-05-26;40185;DIMAC-MARKETING COM.
F241756;Mariana Pereira;2023-03-06;Lingüística, Letras e Artes;2020-01-18;40185;DIMAC-MARKETING COM.
F241757;Olivia Rezende;2018-03-23;Ciências Humanas;2014-09-11;40185;DIMAC-MARKETING COM.
F241758;Alexandre Castro;2023-06-28;Ciências da Saúde;2010-03-10;40185;DIMAC-MARKETING COM.
F241759;Ana Julia da Mata;2023-02-07;Ciências Sociais Aplicadas;2018-02-18;40185;DIMAC-MARKETING COM.
F241760;Bárbara Viana;2019-05-30;Lingüística, Letras e Artes;2017-02-04;40185;DIMAC-MARKETING COM.
F241761;Leonardo Duarte;2022-08-29;Ciências Exatas e da Terra;2015-02-14;40185;DIMAC-MARKETING COM.
F241762;Melissa Silveira;2015-07-25;Ciências Humanas;2013-07-12;40185;DIMAC-MARKETING COM.
F241763;Gabriela Peixoto;2023-09-15;Ciências Exatas e da Terra;2017-10-18;40185;DIMAC-MARKETING COM.
F241764;Calebe Gonçalves;2017-09-14;Ciências Agrárias;2017-02-23;40185;DIMAC-MARKETING COM.
F241765;Gustavo Henrique Pereira;2017-12-25;Ciências Biológicas;2015-06-15;40185;DIMAC-MARKETING COM.
F241766;Lavínia Nogueira;2017-06-12;Ciências Exatas e da Terra;2016-12-29;40185;DIMAC-MARKETING COM.
F241767;Thiago Cardoso;2017-07-08;Engenharias;2014-05-26;40185;DIMAC-MARKETING COM.
F241768;Isaac Rocha;2015-11-24;Ciências Humanas;2010-04-22;40185;DIMAC-MARKETING COM.
F241769;Mirella Araújo;2022-03-01;Engenharias;2014-06-09;40185;DIMAC-MARKETING COM.
F241770;Ana Julia Pinto;2014-10-26;Ciências Biológicas;2013-11-05;40185;DIMAC-MARKETING COM.
F241771;Maria Julia Freitas;2014-12-02;Ciências Humanas;2010-08-26;40185;DIMAC-MARKETING COM.
F241772;Mirella Vieira;2014-11-25;Ciências Humanas;2013-05-25;40185;DIMAC-MARKETING COM.
F241773;Raul Carvalho;2015-01-15;Ciências Humanas;2011-04-21;40185;DIMAC-MARKETING COM.
F241774;Maria Vitória da Mota;2020-11-22;Ciências Sociais Aplicadas;2012-12-11;40185;DIMAC-MARKETING COM.
F241775;Gabrielly Costela;2018-12-11;Engenharias;2010-04-15;40185;DIMAC-MARKETING COM.
F241776;Maria Alice Ferreira;2020-07-07;Ciências da Saúde;2016-07-23;40185;DIMAC-MARKETING COM.
F241777;Sr. Pedro Miguel Cardoso;2019-02-28;Engenharias;2017-10-13;40185;DIMAC-MARKETING COM.
F241778;Sra. Maria Fernanda Cunha;2021-04-24;Ciências Exatas e da Terra;2010-04-29;40185;DIMAC-MARKETING COM.
F241779;Sr. Anthony Dias;2017-07-27;Ciências Exatas e da Terra;2012-04-29;40185;DIMAC-MARKETING COM.
F241780;Maria Vitória Vieira;2016-11-19;Ciências Biológicas;2013-12-29;40185;DIMAC-MARKETING COM.
F241781;Clarice Moura;2022-05-17;Ciências Humanas;2021-05-08;40185;DIMAC-MARKETING COM.
F241782;Joana Fernandes;2024-03-12;Ciências Humanas;2022-08-03;40185;DIMAC-MARKETING COM.
F241783;Vitor Hugo Barros;2016-09-29;Ciências Agrárias;2013-03-18;40185;DIMAC-MARKETING COM.
F241784;Carolina das Neves;2016-11-02;Ciências Sociais Aplicadas;2010-03-13;40185;DIMAC-MARKETING COM.
F241785;Maria Julia Teixeira;2015-09-02;Ciências da Saúde;2014-11-06;40185;DIMAC-MARKETING COM.
F241786;Thiago Ferreira;2023-12-13;Ciências Exatas e da Terra;2010-08-20;40185;DIMAC-MARKETING COM.
F241787;Alícia Duarte;2023-09-22;Ciências Biológicas;2012-04-27;40185;DIMAC-MARKETING COM.
F241788;Sr. Pedro Lucas Monteiro;2018-03-27;Ciências Humanas;2014-07-18;40185;DIMAC-MARKETING COM.
F241789;Sra. Sophia Costela;2018-10-13;Engenharias;2016-07-08;40185;DIMAC-MARKETING COM.
F241790;Mariane Dias;2023-06-19;Ciências Exatas e da Terra;2009-08-19;40185;DIMAC-MARKETING COM.
F241791;João Guilherme Martins;2016-10-08;Ciências Biológicas;2012-03-01;40185;DIMAC-MARKETING COM.
F241792;Cauê Silva;2016-01-22;Ciências Sociais Aplicadas;2010-03-03;40185;DIMAC-MARKETING COM.
F241793;Sr. Davi Fogaça;2016-01-19;Ciências da Saúde;2010-12-01;40185;DIMAC-MARKETING COM.
F241794;Sophia Pires;2021-07-06;Engenharias;2013-03-14;40185;DIMAC-MARKETING COM.
F241795;Mariana Alves;2016-09-13;Ciências Biológicas;2015-04-15;40185;DIMAC-MARKETING COM.
F241796;Danilo Moura;2018-10-10;Ciências Biológicas;2013-07-01;40185;DIMAC-MARKETING COM.
F241797;Danilo Cavalcanti;2022-06-12;Engenharias;2011-01-14;40185;DIMAC-MARKETING COM.
F241798;Sr. Matheus Correia;2023-03-04;Ciências Biológicas;2016-06-12;40185;DIMAC-MARKETING COM.
F241799;Ana Sophia da Paz;2021-04-04;Ciências Biológicas;2010-09-16;40185;DIMAC-MARKETING COM.
F241800;Bianca Ribeiro;2020-04-10;Ciências Agrárias;2009-08-11;40185;DIMAC-MARKETING COM.
F241801;Alice Ramos;2022-06-21;Ciências Sociais Aplicadas;2012-09-16;40185;DIMAC-MARKETING COM.
F241802;Enzo Gabriel da Rocha;2015-12-06;Ciências Humanas;2014-09-14;40185;DIMAC-MARKETING COM.
F241803;Carolina Caldeira;2016-12-16;Ciências Biológicas;2016-09-21;40185;DIMAC-MARKETING COM.
F241804;Alícia Gomes;2020-01-25;Ciências Sociais Aplicadas;2014-09-09;40185;DIMAC-MARKETING COM.
F241805;Miguel Dias;2024-05-30;Ciências Sociais Aplicadas;2011-04-08;40185;DIMAC-MARKETING COM.
F241806;Danilo Silva;2021-05-13;Ciências Biológicas;2014-07-14;40185;DIMAC-MARKETING COM.
F241807;Clarice Costa;2021-07-22;Engenharias;2017-09-29;40185;DIMAC-MARKETING COM.
F241808;Vitor Hugo Vieira;2018-11-02;Ciências Biológicas;2017-09-25;40185;DIMAC-MARKETING COM.
F241809;Sr. Luiz Gustavo Lopes;2021-02-10;Engenharias;2014-04-02;40185;DIMAC-MARKETING COM.
F241810;Pietra Martins;2021-04-14;Ciências Biológicas;2011-11-19;40185;DIMAC-MARKETING COM.
F241811;Dra. Camila Farias;2016-07-17;Ciências Biológicas;2016-01-14;40185;DIMAC-MARKETING COM.
F241812;Juan Alves;2016-06-29;Engenharias;2013-09-15;40185;DIMAC-MARKETING COM.
F241813;Davi Lucas Teixeira;2015-08-20;Ciências Biológicas;2011-10-03;40185;DIMAC-MARKETING COM.
F241814;Maria Cecília Cardoso;2024-01-12;Ciências Humanas;2012-05-24;40185;DIMAC-MARKETING COM.
F241815;Diogo Fernandes;2016-10-05;Ciências Biológicas;2014-03-27;40185;DIMAC-MARKETING COM.
F241816;Sra. Isabel das Neves;2017-06-15;Ciências Sociais Aplicadas;2010-06-20;40185;DIMAC-MARKETING COM.
F241817;Heloísa Oliveira;2019-05-30;Ciências Humanas;2011-04-15;40185;DIMAC-MARKETING COM.
F241818;Yago Fogaça;2019-05-19;Ciências da Saúde;2010-02-23;40185;DIMAC-MARKETING COM.
F241819;Catarina Peixoto;2018-05-03;Engenharias;2012-11-13;40185;DIMAC-MARKETING COM.
F241820;Raquel Farias;2017-08-16;Engenharias;2015-09-16;40185;DIMAC-MARKETING COM.
F241821;Nicolas Cardoso;2020-12-22;Engenharias;2015-08-02;40185;DIMAC-MARKETING COM.
F241822;Sra. Esther Porto;2016-11-20;Engenharias;2015-10-24;40185;DIMAC-MARKETING COM.
F241823;Heloísa Azevedo;2023-05-09;Ciências Humanas;2022-12-20;40185;DIMAC-MARKETING COM.
F241824;Dra. Ana Carolina Pereira;2019-05-06;Ciências Sociais Aplicadas;2015-03-17;40185;DIMAC-MARKETING COM.
F241825;Bruno Moraes;2020-01-06;Ciências da Saúde;2016-06-25;40185;DIMAC-MARKETING COM.
F241826;Sra. Ana Sophia Rezende;2019-06-24;Ciências da Saúde;2016-04-06;40185;DIMAC-MARKETING COM.
F241827;Fernanda Ramos;2018-01-10;Ciências Sociais Aplicadas;2011-07-29;40185;DIMAC-MARKETING COM.
F241828;Daniela Viana;2023-01-23;Ciências Exatas e da Terra;2014-01-02;40185;DIMAC-MARKETING COM.
F241829;Maria Eduarda Moraes;2020-04-21;Ciências Sociais Aplicadas;2018-02-01;40185;DIMAC-MARKETING COM.
F241830;Luiza Cardoso;2017-08-18;Ciências Humanas;2012-03-31;40185;DIMAC-MARKETING COM.
F241831;Thomas Nunes;2021-06-18;Lingüística, Letras e Artes;2017-07-16;40185;DIMAC-MARKETING COM.
F241832;Kamilly Aragão;2020-12-13;Ciências Sociais Aplicadas;2014-02-14;40185;DIMAC-MARKETING COM.
F241833;Dra. Bianca Gonçalves;2017-08-09;Ciências Biológicas;2011-02-18;40185;DIMAC-MARKETING COM.
F241834;Mariane Castro;2022-09-17;Ciências Agrárias;2012-04-17;40185;DIMAC-MARKETING COM.
F241835;Davi Luiz Souza;2016-10-13;Ciências Biológicas;2014-09-01;46185;DIMEP-MEIOS PAGAMEN.
F241836;Pietro Souza;2024-02-02;Ciências da Saúde;2016-12-23;46185;DIMEP-MEIOS PAGAMEN.
F241837;Bárbara Oliveira;2023-12-02;Ciências Sociais Aplicadas;2018-09-23;46185;DIMEP-MEIOS PAGAMEN.
F241838;Alícia da Luz;2017-05-04;Ciências Sociais Aplicadas;2017-04-20;46185;DIMEP-MEIOS PAGAMEN.
F241839;João Gabriel Moreira;2023-01-12;Ciências Humanas;2017-08-26;46185;DIMEP-MEIOS PAGAMEN.
F241840;Sr. Yuri Barbosa;2022-06-19;Ciências da Saúde;2010-11-19;46185;DIMEP-MEIOS PAGAMEN.
F241841;Olivia Porto;2022-02-09;Ciências da Saúde;2015-03-09;46195;DIPRO-SEGURIDADE
F241842;Fernanda Campos;2015-08-10;Ciências da Saúde;2012-01-28;45400;UPB-PRIVATE BANK
F241843;Valentina das Neves;2021-09-13;Ciências Sociais Aplicadas;2017-04-25;45400;UPB-PRIVATE BANK
F241844;Alana da Rosa;2022-08-29;Ciências Humanas;2016-03-19;45400;UPB-PRIVATE BANK
F241845;Luana Fogaça;2017-07-27;Ciências Agrárias;2014-12-17;45400;UPB-PRIVATE BANK
F241846;Juan Melo;2018-09-21;Ciências Agrárias;2015-06-18;45400;UPB-PRIVATE BANK
F241847;Samuel Santos;2018-05-23;Ciências Humanas;2011-04-10;45400;UPB-PRIVATE BANK
F241848;Leonardo Ribeiro;2023-01-29;Engenharias;2020-03-21;45400;UPB-PRIVATE BANK
F241849;Davi Luiz da Cunha;2021-09-27;Ciências Sociais Aplicadas;2019-12-31;45400;UPB-PRIVATE BANK
F241850;Ana Laura Novaes;2019-03-13;Ciências Exatas e da Terra;2017-08-02;45400;UPB-PRIVATE BANK
F241851;Marcela Rezende;2023-12-27;Ciências Sociais Aplicadas;2021-02-03;45400;UPB-PRIVATE BANK
